BayerF,Common,Parallax,Distance,Umag,Vmag,Bmag,Temp,RA_decimal,Dec_decimal,Diameter_U,Diameter_V,Diameter_B
,,,,8.82,6.55,7.66,4850.0,5.420277777777778,34.85527777777778,0.5,0.67,0.55
,,,,6.26,6.55,6.53,12000.0,5.557972222222222,42.10888888888889,0.14,0.13,0.13
,,,,,6.55,7.92,4550.0,5.889694444444444,-41.078611111111115,,0.81,0.61
,,,,6.31,6.55,6.4799999999999995,12000.0,6.146444444444445,8.67,0.14,0.13,0.13
,,,,6.21,6.55,6.49,12000.0,6.6,4.4975000000000005,0.15,0.13,0.13
,,,,9.89,6.55,8.06,4250.0,6.832722222222222,-44.55,0.54,0.99,0.74
,,,,7.13,6.55,7.09,6750.0,7.354694444444444,-7.121666666666666,0.34,0.31,0.28
,,,,6.92,6.55,6.77,8250.0,7.579444444444444,2.725,0.22,0.22,0.21
,,,,,6.55,6.609999999999999,9250.0,7.7275277777777776,-24.496111111111112,,0.18,0.18
,,0.059,16.949152542372882,7.289999999999999,6.55,7.1499999999999995,5600.0,8.622194444444444,-39.8525,0.58,0.47,0.44
,,,,6.67,6.55,6.59,9750.0,8.85775,-41.495555555555555,0.17,0.17,0.17
,,,,8.26,6.55,7.51,5200.0,9.234222222222222,71.65583333333333,0.49,0.56,0.47
,,0.014,71.42857142857143,,6.55,,7750.0,10.27113888888889,17.740277777777777,,0.24,
,,,,6.96,6.55,6.9799999999999995,6750.0,10.99475,11.705833333333333,0.37,0.31,0.29
,,,,6.829999999999999,6.55,6.7299999999999995,9500.0,11.569444444444445,11.023611111111112,0.17,0.18,0.16
,,,,,6.55,6.85,7500.0,14.27175,-32.75861111111111,,0.26,0.24
,,,,6.88,6.55,6.96,6750.0,17.019333333333332,27.19638888888889,0.38,0.31,0.3
,,0.005,200.0,,6.55,,4250.0,18.846,10.97638888888889,,0.99,
,,,,,6.55,6.9399999999999995,6900.0,19.96147222222222,-37.94166666666667,,0.3,0.28
,,,,6.59,6.55,6.59,9750.0,20.090666666666664,-11.334722222222222,0.18,0.17,0.17
,,,,6.88,6.55,6.78,9250.0,20.489194444444447,20.087777777777777,0.17,0.18,0.17
μ² Octantis,,,,7.42,6.55,7.17,5500.0,20.69547222222222,-74.64944444444446,0.58,0.49,0.46
,,,,6.8999999999999995,6.55,6.84,7750.0,20.918916666666668,-0.6266666666666666,0.26,0.24,0.23
,,,,9.03,6.55,7.7299999999999995,4700.0,22.178472222222222,-74.11944444444445,0.51,0.74,0.59
,,,,,6.55,,4700.0,22.747,52.51722222222222,,0.74,
,,0.042,23.809523809523807,6.88,6.55,6.99,6750.0,23.866,77.59944444444444,0.38,0.31,0.29
,,0.022,45.45454545454546,7.07,6.54,7.04,6300.0,0.7985555555555556,20.92527777777778,0.43,0.36,0.34
,,,,5.89,6.54,6.46,24000.0,1.0796666666666666,51.01,0.07,0.08,0.07
,,,,6.79,6.54,6.73,8750.0,1.1063333333333334,62.76166666666666,0.21,0.2,0.19
,,,,5.9399999999999995,6.54,6.42,20000.0,2.6224444444444446,39.895833333333336,0.09,0.08,0.08
,,,,6.87,6.54,6.7,9000.0,4.306805555555555,9.486666666666666,0.19,0.19,0.18
,,,,7.5,6.54,7.14,5800.0,5.34425,46.96388888888889,0.47,0.43,0.4
,,,,5.989999999999999,6.54,6.43,14000.0,5.32175,-17.490277777777777,0.13,0.11,0.11
,,,,5.550000000000001,6.54,6.36,24000.0,5.604166666666666,-4.351944444444445,0.09,0.08,0.07
,,,,,6.54,,9000.0,5.842777777777777,56.91888888888889,,0.19,
,,,,,6.54,6.44,16000.0,6.2259166666666665,-28.60388888888889,,0.1,0.09
,,,,5.880000000000001,6.54,6.44,20000.0,6.3478611111111105,11.756388888888889,0.09,0.08,0.08
,,,,,6.54,,9750.0,6.671333333333334,79.59944444444444,,0.17,
,,,,5.9399999999999995,6.54,6.43,14000.0,6.750666666666667,-29.41388888888889,0.13,0.11,0.11
,,0.038,26.315789473684212,,6.54,7.0,6600.0,7.447277777777778,21.535833333333336,,0.33,0.31
,,,,6.65,6.54,6.61,9500.0,7.5321388888888885,38.896388888888886,0.18,0.18,0.17
,,,,8.32,6.54,7.55,5000.0,7.5473888888888885,22.887777777777778,0.55,0.62,0.52
,,,,6.05,6.54,6.45,16000.0,7.6994444444444445,-37.471111111111114,0.1,0.1,0.09
,,,,5.8100000000000005,6.54,6.44,24000.0,7.751277777777778,-36.11222222222222,0.08,0.08,0.07
,,,,,6.54,,8250.0,8.206138888888889,14.00388888888889,,0.22,
,,,,,6.54,7.67,4850.0,9.376861111111111,-38.22527777777778,,0.68,0.55
,,,,6.609999999999999,6.54,6.59,9500.0,9.454055555555556,-8.776388888888889,0.19,0.18,0.17
,,,,,6.54,7.73,4850.0,10.047027777777778,-29.4225,,0.68,0.53
,,0.007,142.85714285714286,6.96,6.54,7.0,6600.0,10.38738888888889,5.694166666666667,0.4,0.33,0.31
,,0.049,20.408163265306122,7.22,6.54,7.14,5800.0,11.131777777777778,-29.825277777777778,0.53,0.43,0.4
,,0.003,333.3333333333333,6.72,6.54,6.64,9250.0,11.918249999999999,46.47694444444445,0.19,0.18,0.18
,,0.016,62.5,,6.54,6.99,7050.0,12.263055555555555,-22.646388888888886,,0.29,0.26
,,0.016,62.5,6.88,6.54,6.87,7200.0,12.302666666666667,-2.0513888888888885,0.32,0.28,0.26
,,,,6.83,6.54,6.71,9500.0,12.47725,26.226666666666667,0.17,0.18,0.17
,,,,6.500000000000001,6.54,6.5200000000000005,10000.0,13.115083333333333,-34.13805555555555,0.18,0.16,0.17
,,,,6.68,6.54,6.59,9250.0,13.102833333333333,29.029444444444444,0.19,0.18,0.18
,,,,6.500000000000001,6.54,6.5200000000000005,9750.0,13.163944444444445,62.22916666666667,0.19,0.17,0.17
,,,,,6.54,6.8100000000000005,7500.0,14.306611111111112,-32.779444444444444,,0.26,0.25
,,,,6.8500000000000005,6.54,6.73,8750.0,15.882416666666668,-64.8475,0.2,0.2,0.19
,,,,,6.54,6.5,10000.0,17.203777777777777,-24.745277777777776,,0.16,0.17
,,,,5.8100000000000005,6.54,6.65,39000.0,18.29125,-17.53666666666667,0.06,0.06,0.05
,,,,,6.54,6.82,7500.0,18.783083333333334,-49.90555555555555,,0.26,0.25
,,,,6.86,6.54,6.92,7200.0,18.965888888888887,77.05083333333333,0.32,0.28,0.26
,,0.002,500.0,5.890000000000001,6.54,6.48,14000.0,19.265833333333333,27.455555555555556,0.13,0.11,0.11
,,,,6.15,6.54,6.53,16000.0,19.871000000000002,10.351388888888888,0.1,0.1,0.09
,,,,,6.54,6.67,9250.0,20.11986111111111,50.22916666666667,,0.18,0.18
,,,,5.48,6.54,6.4,28000.0,21.184416666666667,36.299166666666665,0.08,0.07,0.06
,,,,5.93,6.54,6.41,16000.0,21.158027777777775,63.29555555555555,0.11,0.1,0.09
,,,,6.95,6.54,6.82,6000.0,21.771277777777776,43.06083333333333,0.54,0.4,0.43
,,,,6.88,6.54,6.83,7500.0,22.82563888888889,10.47888888888889,0.29,0.26,0.25
,,,,5.779999999999999,6.54,6.43,24000.0,23.015194444444443,38.70805555555556,0.08,0.08,0.07
,,,,,6.54,,4250.0,23.923055555555557,25.955,,1.0,
,,,,5.84,6.54,6.45,22000.0,23.97958333333333,46.41305555555555,0.08,0.08,0.07
,,,,10.08,6.53,8.14,4700.0,2.3851388888888887,-36.42361111111111,0.32,0.74,0.49
,,,,,6.53,6.760000000000001,8000.0,3.9675277777777778,34.81444444444444,,0.23,0.22
,,,,6.790000000000001,6.53,6.680000000000001,9000.0,4.3469444444444445,9.225555555555555,0.19,0.19,0.18
,,0.064,15.625,7.45,6.53,7.21,5500.0,4.67175,-57.05638888888889,0.57,0.49,0.46
,,,,,6.53,6.510000000000001,10000.0,5.564472222222222,-28.151111111111113,,0.17,0.17
λ Mensae,,,,8.58,6.53,7.61,5000.0,5.796694444444444,-71.29777777777778,0.49,0.63,0.51
,,,,5.54,6.53,6.36,26000.0,7.005361111111111,-21.880555555555556,0.08,0.07,0.07
,,0.011,90.90909090909092,,6.53,,12000.0,7.380805555555555,55.28444444444444,,0.13,
,,,,6.220000000000001,6.53,6.5200000000000005,12000.0,7.627472222222223,-13.55888888888889,0.14,0.13,0.13
,,,,7.69,6.53,7.3100000000000005,5800.0,7.816361111111111,4.332777777777777,0.43,0.43,0.37
,,0.005,200.0,6.08,6.53,6.44,12000.0,8.438222222222223,-38.940555555555555,0.15,0.13,0.13
,,,,,6.53,6.510000000000001,10000.0,8.45761111111111,-54.98833333333334,,0.17,0.17
,,,,6.470000000000001,6.53,6.510000000000001,9750.0,8.634777777777778,9.574722222222222,0.19,0.17,0.17
,,,,,6.53,6.53,9750.0,9.173055555555555,-22.82333333333333,,0.17,0.17
,,,,6.550000000000001,6.53,6.5200000000000005,9750.0,9.354277777777778,15.371111111111112,0.18,0.17,0.17
,,,,6.86,6.53,6.75,8750.0,9.380805555555556,-8.16111111111111,0.2,0.2,0.19
,,,,6.75,6.53,6.65,9250.0,9.555083333333334,28.368055555555557,0.18,0.18,0.18
,,,,,6.53,6.91,7200.0,9.609361111111111,-23.297222222222224,,0.28,0.26
,,,,6.569999999999999,6.53,6.55,9500.0,10.146027777777777,-9.115277777777779,0.19,0.18,0.18
,,,,6.64,6.53,6.58,9250.0,13.044555555555556,59.71611111111111,0.19,0.18,0.18
,,,,,6.53,7.41,5200.0,13.209972222222222,18.751666666666665,,0.57,0.49
,,0.039,25.641025641025642,7.15,6.53,7.1000000000000005,5700.0,13.815305555555556,-34.29611111111111,0.58,0.45,0.43
,,,,,6.53,7.04,5500.0,13.842916666666667,-18.102777777777778,,0.49,0.49
,,,,,6.53,,8750.0,14.3155,54.86416666666667,,0.2,
,,0.012,83.33333333333333,7.08,6.53,7.01,7200.0,16.095694444444444,-5.708333333333333,0.29,0.28,0.25
,,,,6.87,6.53,6.7700000000000005,7500.0,16.191583333333334,9.712499999999999,0.29,0.26,0.25
,,0.01,100.0,6.3100000000000005,6.53,6.470000000000001,9750.0,16.603916666666667,52.924166666666665,0.2,0.17,0.18
,,,,7.28,6.53,7.13,6000.0,17.336888888888886,-69.95444444444445,0.46,0.4,0.37
,,,,5.84,6.53,6.42,24000.0,18.444694444444444,26.449444444444445,0.08,0.08,0.07
,,,,6.84,6.53,6.88,7350.0,19.0885,-0.4872222222222222,0.31,0.27,0.25
,,,,5.9,6.53,6.45,20000.0,19.406222222222222,28.087777777777777,0.09,0.08,0.08
,,,,6.7299999999999995,6.53,6.63,9250.0,19.252166666666668,83.46277777777777,0.19,0.18,0.18
,,0.017,58.8235294117647,6.880000000000001,6.53,6.970000000000001,6900.0,19.812194444444444,35.311388888888885,0.36,0.3,0.28
,,,,6.4399999999999995,6.53,6.55,12000.0,19.889611111111112,4.400555555555556,0.13,0.13,0.12
,,,,9.850000000000001,6.53,8.06,4400.0,19.949361111111113,-56.074444444444445,0.47,0.9,0.65
,,,,,6.53,6.45,14000.0,20.09225,-33.0,,0.11,0.11
,,,,,6.53,6.9,7200.0,20.27402777777778,-34.80222222222223,,0.28,0.26
,,,,6.1000000000000005,6.53,6.760000000000001,30000.0,23.27411111111111,61.963055555555556,0.06,0.07,0.05
,,,,6.96,6.53,6.88,7200.0,23.667444444444445,37.652499999999996,0.31,0.28,0.26
,,,,,6.52,,10000.0,0.3347777777777778,48.86527777777778,,0.17,
,,,,,6.52,,9500.0,0.7708611111111111,55.305277777777775,,0.18,
,,,,7.03,6.52,7.0,6450.0,1.2065,-29.197777777777777,0.41,0.35,0.32
,,,,6.47,6.52,6.52,10000.0,2.077805555555556,65.10333333333332,0.18,0.17,0.17
,,,,,6.52,7.56,5000.0,2.667361111111111,-29.366111111111113,,0.63,0.52
,,,,6.77,6.52,6.68,8750.0,5.10025,35.936388888888885,0.21,0.2,0.19
,,,,8.54,6.52,7.6,4850.0,5.137444444444445,-34.281666666666666,0.56,0.68,0.57
,,,,5.879999999999999,6.52,6.359999999999999,12000.0,5.679444444444445,-9.590555555555556,0.17,0.13,0.14
,,0.034,29.41176470588235,8.05,6.52,7.42,5200.0,5.902972222222223,-49.63805555555555,0.54,0.57,0.49
,,,,,6.52,6.35,24000.0,6.212861111111112,-16.236944444444443,,0.08,0.07
,,,,6.879999999999999,6.52,6.789999999999999,7500.0,6.292972222222222,46.424166666666665,0.29,0.26,0.25
,,,,7.06,6.52,6.9399999999999995,6750.0,6.877694444444445,-41.495555555555555,0.35,0.32,0.3
,,,,,6.52,7.4399999999999995,5200.0,7.553694444444444,-42.91361111111111,,0.57,0.49
,,,,6.6499999999999995,6.52,6.579999999999999,9750.0,8.212777777777777,-28.089166666666667,0.17,0.17,0.17
,,,,6.829999999999999,6.52,6.739999999999999,7500.0,9.572111111111111,46.90222222222222,0.29,0.26,0.26
,,,,,6.52,7.5,5000.0,10.009555555555556,-55.053333333333335,,0.63,0.54
,,,,8.32,6.52,7.5,4850.0,10.101972222222221,-51.81194444444445,0.62,0.68,0.59
,,,,6.4,6.52,6.5,10000.0,10.302861111111111,27.415277777777778,0.19,0.17,0.17
,,,,8.209999999999999,6.52,7.47,5600.0,10.600472222222223,80.49444444444444,0.38,0.47,0.38
,,,,,6.52,6.81,7500.0,10.61988888888889,-10.25138888888889,,0.26,0.25
,,,,6.88,6.52,6.77,7750.0,13.635527777777778,14.301666666666668,0.26,0.24,0.24
,,,,9.969999999999999,6.52,8.11,4400.0,15.119083333333334,-70.09472222222222,0.44,0.91,0.63
,,,,,6.52,,6750.0,15.614833333333333,29.991111111111113,,0.32,
,,,,6.3999999999999995,6.52,6.47,12000.0,16.86802777777778,14.974166666666667,0.13,0.13,0.13
,,0.029,34.48275862068965,7.7299999999999995,6.52,7.279999999999999,5500.0,17.05288888888889,14.511111111111111,0.51,0.49,0.44
,,,,,6.52,7.1,5700.0,17.34283333333333,-18.66722222222222,,0.45,0.43
,,,,8.2,6.52,7.52,5000.0,17.764916666666668,38.88138888888889,0.58,0.63,0.53
,,,,6.619999999999999,6.52,6.569999999999999,9000.0,17.931944444444447,-17.197777777777777,0.21,0.19,0.19
,,,,6.999999999999999,6.52,6.9799999999999995,6450.0,18.078666666666667,40.08416666666667,0.42,0.35,0.33
,,,,6.76,6.52,6.59,9500.0,18.783055555555556,46.315,0.17,0.18,0.17
,,,,,6.52,6.84,7200.0,19.061805555555555,21.267777777777777,,0.28,0.27
,,,,5.839999999999999,6.52,6.369999999999999,10000.0,18.981277777777777,69.53111111111112,0.24,0.17,0.18
,,,,6.01,6.52,6.4799999999999995,12000.0,19.329472222222222,64.39083333333333,0.16,0.13,0.13
,,,,6.97,6.52,6.85,7750.0,19.41711111111111,-3.1158333333333332,0.25,0.24,0.23
,,,,8.42,6.52,7.58,5100.0,19.59886111111111,50.23861111111111,0.49,0.6,0.48
,,,,6.56,6.52,6.56,9750.0,20.84361111111111,18.05138888888889,0.18,0.17,0.17
,,0.003,333.3333333333333,9.0,6.52,7.779999999999999,4850.0,23.618166666666667,-30.129166666666666,0.46,0.68,0.52
,,,,5.839999999999999,6.52,6.409999999999999,18000.0,23.98033333333333,32.38166666666667,0.1,0.09,0.08
,,,,6.6,6.51,6.6,9500.0,2.490277777777778,55.53638888888889,0.19,0.18,0.17
,,,,,6.51,6.8,7750.0,2.503833333333333,-24.81361111111111,,0.25,0.23
η¹ Fornacis,,,,,6.51,7.47,5000.0,2.7926944444444444,-34.44916666666667,,0.63,0.54
,,,,6.87,6.51,6.8,7750.0,3.430111111111111,53.92166666666667,0.26,0.25,0.23
,,,,,6.51,,10000.0,3.4192777777777774,41.257222222222225,,0.17,
,,,,10.1,6.51,8.15,3350.0,4.004361111111111,-50.43527777777778,1.7,2.35,1.97
,,,,6.8,6.51,6.67,9500.0,4.225361111111111,8.890555555555554,0.17,0.18,0.17
,,,,6.93,6.51,6.83,8750.0,5.53,85.93861111111111,0.19,0.2,0.18
,,,,8.63,6.51,7.62,4850.0,5.207138888888889,-80.45833333333333,0.54,0.69,0.56
,,,,8.8,6.51,7.67,4850.0,6.117194444444444,-44.90861111111111,0.5,0.69,0.55
,,,,6.409999999999999,6.51,6.4799999999999995,10000.0,6.429611111111112,2.272222222222222,0.18,0.17,0.17
,,,,,6.51,8.209999999999999,4250.0,6.413388888888889,-51.19361111111112,,1.01,0.69
,,,,5.9,6.51,6.37,14000.0,6.6755,6.371666666666666,0.13,0.11,0.11
,,,,8.69,6.51,7.62,4850.0,6.682722222222223,-70.22444444444444,0.53,0.69,0.56
,,,,5.629999999999999,6.51,6.4399999999999995,26000.0,8.01225,-1.1183333333333334,0.08,0.07,0.06
,,,,6.64,6.51,6.56,9500.0,8.476638888888889,-22.928333333333335,0.18,0.18,0.18
,,,,7.12,6.51,6.95,9750.0,8.638972222222222,-5.3374999999999995,0.14,0.17,0.14
,,,,6.51,6.51,6.5,9500.0,8.974305555555556,35.802499999999995,0.2,0.18,0.18
π¹ Cancri,,0.064,15.625,7.49,6.51,7.24,5100.0,9.204888888888888,14.99611111111111,0.75,0.6,0.57
,,,,,6.51,6.91,7050.0,10.352166666666667,-16.015,,0.29,0.27
,,0.006,166.66666666666666,,6.51,6.58,10000.0,10.36,-21.471666666666668,,0.17,0.16
,,,,,6.51,7.05,6450.0,10.514277777777778,-25.516111111111112,,0.35,0.32
,,,,8.06,6.51,7.47,5000.0,13.499333333333333,6.013333333333334,0.62,0.63,0.54
,,,,6.569999999999999,6.51,6.56,9750.0,13.73175,-4.501111111111111,0.18,0.17,0.17
,,,,9.68,6.51,8.49,5000.0,13.786305555555556,-61.41,0.29,0.63,0.34
,,,,,6.51,7.41,5200.0,13.929027777777778,-30.715,,0.57,0.49
,,,,6.91,6.51,6.91,6750.0,14.82563888888889,51.374722222222225,0.38,0.32,0.3
,,,,,6.51,,9750.0,15.24775,68.94527777777778,,0.17,
,,,,6.89,6.51,6.859999999999999,7050.0,15.604833333333334,-64.38666666666667,0.34,0.29,0.28
,,,,7.13,6.51,7.09,6450.0,15.572444444444445,-4.305,0.39,0.35,0.31
,,,,7.68,6.51,7.2299999999999995,5200.0,15.609361111111111,0.5616666666666668,0.64,0.57,0.54
,,,,,6.51,6.83,7200.0,15.770222222222223,-27.938333333333333,,0.28,0.27
,,,,7.05,6.51,6.8999999999999995,7500.0,17.314666666666668,6.085277777777778,0.27,0.26,0.24
,,,,6.739999999999999,6.51,6.6499999999999995,9000.0,17.434694444444446,58.651944444444446,0.2,0.19,0.19
,,,,,6.51,6.5,12000.0,18.1995,-27.09861111111111,,0.13,0.13
,,,,9.25,6.51,7.85,4850.0,18.311583333333335,-24.395277777777775,0.41,0.69,0.5
,,,,7.51,6.51,7.05,7050.0,18.575777777777777,-23.777500000000003,0.25,0.29,0.26
,,,,6.449999999999999,6.51,6.529999999999999,12000.0,18.759916666666665,21.985,0.13,0.13,0.13
,,,,6.16,6.51,6.43,12000.0,19.389944444444446,50.271388888888886,0.15,0.13,0.13
,,0.026,38.46153846153846,,6.51,6.7299999999999995,8750.0,19.67027777777778,60.507222222222225,,0.2,0.19
,,,,5.71,6.51,6.41,26000.0,19.838194444444444,7.902500000000001,0.08,0.07,0.06
,,0.01,100.0,6.949999999999999,6.51,6.8999999999999995,7200.0,19.92211111111111,-5.265833333333333,0.31,0.28,0.26
,,,,6.39,6.51,6.52,12000.0,20.409,53.551944444444445,0.13,0.13,0.13
,,,,,6.51,7.08,6450.0,20.67666666666667,-25.355,,0.35,0.31
,,,,5.8999999999999995,6.51,6.39,18000.0,20.683444444444444,39.08222222222223,0.1,0.09,0.09
,,,,6.97,6.51,6.97,5200.0,22.728527777777778,10.939166666666667,0.88,0.57,0.6
,,0.008,125.0,6.739999999999999,6.51,6.6899999999999995,9250.0,22.94763888888889,11.848333333333334,0.19,0.19,0.17
,,,,,6.51,6.779999999999999,7350.0,23.17961111111111,-28.475,,0.27,0.26
,,0.008,125.0,,6.51,,5600.0,23.746750000000002,55.79972222222222,,0.48,
,,,,6.0200000000000005,6.5,6.41,14000.0,0.6055555555555555,27.254722222222224,0.13,0.11,0.11
,,,,6.67,6.5,6.58,9250.0,2.328,-3.654444444444444,0.19,0.19,0.18
,,0.018,55.55555555555556,6.890000000000001,6.5,6.91,6600.0,2.6168055555555556,24.6475,0.41,0.33,0.32
,,,,,6.5,7.87,4550.0,3.395722222222222,-31.29277777777778,,0.83,0.62
χ³ Fornacis,,,,6.71,6.5,6.63,9750.0,3.4698611111111113,-34.14666666666667,0.17,0.17,0.16
,,,,6.840000000000001,6.5,6.65,8750.0,3.650027777777778,20.91583333333333,0.2,0.2,0.2
,,0.005,200.0,,6.5,,8250.0,4.721694444444444,59.520833333333336,,0.22,
,,,,6.51,6.5,6.52,10000.0,4.932888888888889,5.399166666666667,0.18,0.17,0.17
,,,,6.83,6.5,6.71,8250.0,5.225361111111111,62.69138888888889,0.23,0.22,0.21
,,,,5.92,6.5,6.4,16000.0,5.658555555555556,-8.293333333333335,0.11,0.1,0.09
,,,,,6.5,,5000.0,7.097722222222222,70.73194444444445,,0.64,
,,,,5.92,6.5,6.4,16000.0,7.657472222222222,-25.136944444444442,0.11,0.1,0.09
,,0.009,111.11111111111111,6.5,6.5,6.52,9500.0,8.355611111111111,-0.3977777777777778,0.2,0.18,0.18
,,,,,6.5,7.96,4700.0,8.873916666666668,-31.490833333333335,,0.75,0.53
,,,,6.86,6.5,6.86,7200.0,9.134472222222222,32.54055555555556,0.32,0.28,0.27
,,,,,6.5,,5200.0,9.332166666666666,74.01638888888888,,0.57,
,,,,,6.5,,5000.0,9.741666666666665,18.863611111111112,,0.64,
,,,,6.8500000000000005,6.5,6.7,9250.0,10.357972222222221,-22.289166666666667,0.18,0.19,0.17
,,0.052,19.23076923076923,6.81,6.5,6.93,6600.0,11.267777777777779,52.77305555555555,0.42,0.33,0.32
,,0.054,18.51851851851852,7.78,6.5,7.29,5000.0,11.445916666666667,3.0130555555555554,0.71,0.64,0.59
,,,,6.87,6.5,6.72,7750.0,11.99922222222222,34.035,0.26,0.25,0.24
,,,,,6.5,6.69,8750.0,13.194222222222223,-25.448333333333334,,0.2,0.19
,,0.028,35.714285714285715,7.54,6.5,7.24,5400.0,13.433305555555554,63.26111111111111,0.59,0.52,0.47
,,,,8.38,6.5,7.53,5000.0,13.614027777777778,-33.532222222222224,0.54,0.64,0.53
,,0.024,41.666666666666664,6.91,6.5,6.97,6450.0,13.753666666666666,55.879444444444445,0.43,0.35,0.33
,,,,,6.5,6.64,9000.0,14.58075,-19.560833333333335,,0.19,0.19
,,0.017,58.8235294117647,6.829999999999999,6.5,6.81,7500.0,15.068444444444443,5.4925,0.29,0.26,0.25
μ² Boötis,,0.039,25.641025641025642,7.22,6.5,7.09,5900.0,15.408583333333334,37.34777777777778,0.5,0.42,0.39
,,,,6.68,6.5,6.64,8750.0,15.461333333333332,62.275555555555556,0.22,0.2,0.2
,,0.011,90.90909090909092,7.010000000000001,6.5,7.03,6600.0,15.644444444444444,-7.205555555555556,0.39,0.33,0.3
,,0.012,83.33333333333333,6.859999999999999,6.5,6.89,7050.0,16.21258333333333,26.670833333333334,0.34,0.29,0.28
,,,,7.07,6.5,6.87,8250.0,16.508305555555555,-6.485,0.21,0.22,0.2
,,,,6.050000000000001,6.5,6.44,14000.0,18.007694444444443,19.50583333333333,0.12,0.11,0.11
,,,,6.5,6.5,6.51,10000.0,18.054083333333335,19.613055555555558,0.18,0.17,0.17
,,0.029,34.48275862068965,7.69,6.5,7.29,5200.0,18.511555555555557,20.81527777777778,0.63,0.57,0.52
,,,,6.03,6.5,6.46,16000.0,18.979194444444442,19.79416666666667,0.1,0.1,0.09
,,,,5.739999999999999,6.5,6.35,20000.0,19.615722222222225,38.38388888888889,0.09,0.09,0.08
,,,,6.27,6.5,6.89,30000.0,19.67452777777778,20.476666666666667,0.05,0.07,0.05
,,,,6.72,6.5,6.6,9500.0,19.8775,-53.02333333333333,0.18,0.18,0.17
,,,,6.07,6.5,6.44,14000.0,20.33225,46.837500000000006,0.12,0.11,0.11
,,,,,6.5,7.4399999999999995,5200.0,20.753666666666668,-26.752777777777776,,0.57,0.49
,,,,5.91,6.5,6.4,18000.0,21.04988888888889,0.9247222222222222,0.1,0.09,0.08
,,,,,6.5,6.53,10000.0,21.48438888888889,-30.761388888888888,,0.17,0.16
,,,,,6.5,,9250.0,23.009555555555554,45.375,,0.19,
,,,,5.87,6.5,6.42,12000.0,23.0455,55.23638888888889,0.17,0.13,0.13
,,,,,6.5,,8750.0,23.317333333333334,45.13722222222222,,0.2,
,,,,8.43,6.5,8.16,2450.0,5.288277777777778,53.586111111111116,32.09,10.17,11.71
,,,,9.620000000000001,6.5,8.16,2900.0,12.220277777777778,-33.87444444444444,5.3,4.37,4.18
,,,,,6.5,6.61,9250.0,18.482611111111108,-25.418333333333333,,0.19,0.18
,,,,8.21,6.49,7.49,5200.0,0.2653333333333333,-74.0886111111111,0.5,0.58,0.48
,,,,7.94,6.49,7.41,5500.0,0.674611111111111,-15.483055555555556,0.46,0.5,0.42
,,,,8.58,6.49,7.57,5000.0,1.3763333333333334,0.44972222222222225,0.49,0.64,0.52
,,,,,6.49,,10000.0,1.4295833333333334,70.98,,0.17,
,,,,,6.49,7.01,6000.0,2.640222222222222,-36.00944444444444,,0.41,0.39
