BayerF,Common,Parallax,Distance,Umag,Vmag,Bmag,Temp,RA_decimal,Dec_decimal,Diameter_U,Diameter_V,Diameter_B
,,,,,6.49,6.87,7050.0,2.7792222222222223,-20.360277777777778,,0.29,0.28
,,,,,6.49,,4550.0,3.0779722222222223,15.85611111111111,,0.83,
,,0.006,166.66666666666666,6.279999999999999,6.49,6.51,12000.0,3.473222222222222,60.25555555555555,0.14,0.13,0.13
,,,,7.28,6.49,7.12,6000.0,3.580333333333333,6.417777777777778,0.46,0.41,0.37
,,,,6.87,6.49,6.8500000000000005,6750.0,3.6871666666666667,-10.196944444444444,0.39,0.32,0.31
,,,,,6.49,7.51,5200.0,3.747388888888889,-47.938611111111115,,0.58,0.47
,,0.015,66.66666666666667,,6.49,7.0,6450.0,4.76675,76.6111111111111,,0.35,0.32
,,,,6.83,6.49,6.73,8250.0,5.323222222222222,33.98555555555556,0.23,0.22,0.21
,,,,,6.49,7.7,4700.0,5.260805555555556,-51.81805555555556,,0.76,0.6
,,,,,6.49,6.99,6600.0,5.386666666666667,-25.29416666666667,,0.33,0.31
,,,,,6.49,6.92,6750.0,5.608388888888888,25.939444444444444,,0.32,0.3
,,,,,6.49,,8750.0,5.937333333333333,51.803888888888885,,0.2,
,,,,,6.49,7.01,6450.0,6.156472222222223,-48.437222222222225,,0.35,0.32
,,,,5.95,6.49,6.7,28000.0,7.010916666666667,-8.796944444444446,0.06,0.07,0.05
,,,,5.550000000000001,6.49,6.44,30000.0,7.097138888888889,-9.338888888888889,0.07,0.07,0.06
,,,,6.88,6.49,6.75,7500.0,7.774277777777778,62.830555555555556,0.29,0.26,0.26
,,,,6.550000000000001,6.49,6.5200000000000005,9250.0,8.281611111111111,84.05777777777777,0.2,0.19,0.19
,,0.038,26.315789473684212,7.2700000000000005,6.49,7.11,6300.0,8.043277777777778,57.27361111111111,0.4,0.37,0.33
,,,,,6.49,6.7700000000000005,7500.0,8.341416666666667,53.574444444444445,,0.26,0.25
,,,,5.66,6.49,6.3100000000000005,26000.0,8.555527777777778,-37.62888888888889,0.08,0.07,0.07
,,,,,6.49,6.91,6450.0,9.586611111111111,-34.176111111111105,,0.35,0.34
,,,,7.25,6.49,7.09,6000.0,10.274472222222222,28.6825,0.47,0.41,0.38
,,,,,6.49,6.69,8250.0,10.594138888888889,-17.430833333333332,,0.22,0.22
,,,,6.57,6.49,6.5200000000000005,9750.0,11.137722222222221,-28.027222222222225,0.18,0.17,0.17
,,,,9.9,6.49,8.07,3050.0,11.920583333333333,36.756388888888885,3.34,3.51,3.3
,,,,6.86,6.49,6.8500000000000005,6750.0,12.200333333333333,28.53611111111111,0.39,0.32,0.31
,,,,6.33,6.49,6.57,14000.0,12.654027777777777,-74.63055555555556,0.11,0.12,0.1
,,,,8.42,6.49,7.5200000000000005,4850.0,13.592583333333334,10.204722222222221,0.6,0.69,0.59
,,,,,6.49,,4850.0,13.611055555555556,49.486666666666665,,0.69,
,,,,6.78,6.49,6.82,7350.0,14.004805555555556,-60.518611111111106,0.32,0.27,0.26
,,0.012,83.33333333333333,6.95,6.49,6.91,6900.0,14.41136111111111,-10.330277777777779,0.35,0.31,0.29
,,,,6.49,6.49,6.48,9750.0,14.950999999999999,21.55527777777778,0.19,0.17,0.18
,,,,,6.49,8.01,4850.0,15.999444444444444,-39.34722222222222,,0.69,0.47
,,,,,6.49,,5000.0,16.15722222222222,55.82888888888889,,0.64,
,,,,8.15,6.49,7.49,6300.0,16.314416666666666,-56.10027777777778,0.26,0.37,0.28
,,,,6.07,6.49,6.720000000000001,7937.0,16.871972222222222,-40.14555555555555,0.36,0.24,0.23
,,0.001,1000.0,7.430000000000001,6.49,7.220000000000001,6300.0,17.40061111111111,38.58277777777778,0.37,0.37,0.31
,,0.032,31.25,6.930000000000001,6.49,6.970000000000001,6450.0,17.738805555555558,-71.77916666666667,0.43,0.35,0.33
,,,,8.57,6.49,7.57,5000.0,17.888444444444445,-64.51083333333334,0.49,0.64,0.52
,,,,6.430000000000001,6.49,6.49,9750.0,18.185305555555555,60.409444444444446,0.19,0.17,0.17
,,0.027,37.03703703703704,7.1,6.49,7.04,6150.0,18.639916666666664,-2.8063888888888893,0.46,0.39,0.36
,,,,,6.49,7.71,4700.0,18.691833333333335,-47.905,,0.76,0.6
,,,,,6.49,6.45,10000.0,18.986416666666667,-38.46527777777778,,0.17,0.17
,,,,,6.49,7.59,4850.0,19.147805555555554,-54.27972222222222,,0.69,0.57
,,,,5.7,6.49,6.34,24000.0,19.104722222222225,41.413888888888884,0.08,0.08,0.07
,,,,6.69,6.49,6.58,9500.0,19.228916666666667,5.515833333333333,0.18,0.18,0.18
,,,,7.1000000000000005,6.49,6.82,7350.0,19.713638888888887,29.331666666666667,0.27,0.27,0.26
,,0.01,100.0,6.19,6.49,6.45,14000.0,19.91058333333333,-7.762777777777778,0.12,0.12,0.11
,,,,5.42,6.49,6.34,28000.0,20.186138888888888,-7.1577777777777785,0.08,0.07,0.06
,,,,8.27,6.49,7.49,5000.0,20.563444444444446,41.77222222222222,0.56,0.64,0.54
,,,,6.8,6.49,6.83,7500.0,20.625722222222223,31.521944444444443,0.3,0.26,0.25
,,,,,6.49,6.88,7050.0,20.771833333333333,-35.87972222222222,,0.29,0.28
,,,,,6.49,7.68,5000.0,21.69613888888889,-24.898055555555555,,0.64,0.49
,,,,7.82,6.49,7.34,5500.0,23.26286111111111,28.247777777777777,0.48,0.5,0.43
,,0.041,24.390243902439025,7.0200000000000005,6.49,7.03,6300.0,23.525416666666665,-3.9127777777777775,0.44,0.37,0.34
,,,,6.08,6.48,6.4,12000.0,0.5735833333333333,66.75027777777778,0.15,0.14,0.13
,,,,6.890000000000001,6.48,6.7700000000000005,7750.0,0.8343611111111111,-42.60527777777778,0.26,0.25,0.24
,,,,,6.48,6.7700000000000005,6900.0,2.1596666666666664,-23.65416666666667,,0.31,0.31
,,,,6.1000000000000005,6.48,6.760000000000001,28000.0,2.2810277777777777,57.055277777777775,0.06,0.07,0.05
,,,,,6.48,,5500.0,2.7171944444444445,48.26555555555556,,0.5,
,,,,8.33,6.48,7.510000000000001,5200.0,4.500666666666667,10.2625,0.47,0.58,0.47
,,0.012,83.33333333333333,7.170000000000001,6.48,7.050000000000001,6300.0,5.542722222222222,57.221111111111114,0.41,0.37,0.34
,,,,6.74,6.48,6.57,9500.0,5.557638888888889,32.801111111111105,0.18,0.18,0.18
,,,,,6.48,6.6000000000000005,9250.0,6.396361111111111,-57.45611111111111,,0.19,0.18
,,,,6.25,6.48,6.41,12000.0,6.471333333333334,1.912222222222222,0.14,0.14,0.13
,,,,,6.48,6.87,7050.0,6.452083333333333,-36.10444444444445,,0.3,0.28
ψ⁸ Aurigae,,,,6.24,6.48,6.430000000000001,12000.0,6.899166666666666,38.505,0.14,0.14,0.13
,,,,6.140000000000001,6.48,6.390000000000001,12000.0,7.123611111111111,28.177222222222223,0.15,0.14,0.13
,,,,5.390000000000001,6.48,6.380000000000001,39000.0,7.109972222222222,-11.606111111111112,0.07,0.06,0.05
,,,,,6.48,,9500.0,8.652833333333334,59.93944444444444,,0.18,
,,,,,6.48,6.8100000000000005,7500.0,8.624916666666667,-32.25416666666666,,0.26,0.25
,,,,6.720000000000001,6.48,6.82,7200.0,9.162888888888888,11.564444444444446,0.34,0.28,0.27
,,,,,6.48,6.65,7750.0,9.162527777777779,-48.57527777777778,,0.25,0.25
,,,,6.56,6.48,6.5,9500.0,9.227027777777778,21.283333333333335,0.19,0.18,0.18
,,,,,6.48,6.66,9750.0,9.395777777777777,-36.242777777777775,,0.18,0.16
,,,,5.48,6.48,6.340000000000001,28000.0,9.883333333333333,-54.626666666666665,0.08,0.07,0.06
,,0.064,15.625,7.4,6.48,7.16,5500.0,11.787694444444444,-29.713055555555552,0.59,0.5,0.47
,,,,,6.48,7.460000000000001,5200.0,11.84363888888889,-26.72222222222222,,0.58,0.48
,,,,6.75,6.48,6.66,8750.0,12.31725,26.00777777777778,0.21,0.2,0.2
,,,,,6.48,7.44,5200.0,13.39786111111111,-48.176944444444445,,0.58,0.49
,,0.034,29.41176470588235,6.900000000000001,6.48,6.960000000000001,6600.0,13.554111111111112,-76.43166666666667,0.41,0.34,0.31
,,0.003,333.3333333333333,9.690000000000001,6.48,8.030000000000001,3200.0,13.62861111111111,50.71472222222223,2.71,2.87,2.62
,,,,8.950000000000001,6.48,7.680000000000001,4550.0,13.650638888888889,18.26527777777778,0.61,0.83,0.68
,,,,,6.48,7.42,5300.0,14.429916666666665,-25.147499999999997,,0.55,0.46
,,0.025,40.0,6.94,6.48,6.970000000000001,6600.0,14.571083333333332,57.06527777777777,0.4,0.34,0.31
,,,,6.88,6.48,6.78,8750.0,15.471972222222222,-87.86694444444446,0.2,0.2,0.19
,,,,6.120000000000001,6.48,6.420000000000001,10000.0,15.35836111111111,-37.780833333333334,0.21,0.17,0.17
,,0.011,90.90909090909092,6.98,6.48,7.0,6600.0,15.644472222222221,-7.208888888888889,0.39,0.34,0.31
,,,,,6.48,7.53,6000.0,15.731972222222222,-59.71277777777778,,0.41,0.31
,,0.002,500.0,7.860000000000001,6.48,7.340000000000001,5500.0,15.719611111111112,13.667777777777777,0.48,0.5,0.43
,,,,6.9,6.48,6.880000000000001,7200.0,16.480249999999998,-7.871111111111111,0.32,0.28,0.26
,,,,,6.48,6.49,10000.0,17.595277777777778,-36.56,,0.17,0.17
,,,,9.66,6.48,8.08,2900.0,17.56188888888889,14.841666666666667,5.21,4.42,4.33
,,,,6.180000000000001,6.48,6.4,12000.0,17.981194444444444,45.476111111111116,0.15,0.14,0.13
,,,,,6.48,6.760000000000001,7500.0,18.58925,-19.159166666666668,,0.26,0.25
,,,,,6.48,8.01,4550.0,18.948527777777777,-61.198888888888895,,0.83,0.58
,,0.018,55.55555555555556,7.25,6.48,7.0,6750.0,19.1445,16.85138888888889,0.32,0.32,0.29
,,,,7.220000000000001,6.48,7.11,5500.0,19.358305555555557,-33.01611111111111,0.64,0.5,0.48
,,,,8.540000000000001,6.48,7.5600000000000005,5000.0,19.638194444444444,20.782777777777778,0.5,0.64,0.52
,,,,,6.48,8.09,2750.0,19.701138888888888,55.46333333333334,,5.67,5.86
,,,,5.99,6.48,6.53,24000.0,19.7645,-1.1166666666666667,0.07,0.08,0.06
,,,,6.71,6.48,6.62,10000.0,19.88511111111111,-13.396944444444445,0.16,0.17,0.16
,,,,6.500000000000001,6.48,6.550000000000001,9500.0,19.950055555555554,20.998055555555556,0.2,0.18,0.18
θ Sagittae,,0.029,34.48275862068965,6.82,6.48,6.86,6750.0,20.16572222222222,20.915277777777778,0.39,0.32,0.31
,,,,5.98,6.48,6.390000000000001,18000.0,20.2745,37.05638888888888,0.09,0.09,0.09
,,,,5.680000000000001,6.48,6.340000000000001,24000.0,20.569444444444443,20.985277777777778,0.08,0.08,0.07
,,,,,6.48,,7200.0,20.650055555555554,56.005,,0.28,
,,0.009,111.11111111111111,5.78,6.48,6.33,24000.0,21.046805555555558,45.848888888888894,0.08,0.08,0.07
,,,,6.9,6.48,6.760000000000001,7500.0,21.194805555555554,-13.527777777777777,0.28,0.26,0.25
,,,,8.270000000000001,6.48,7.460000000000001,5000.0,21.277666666666665,-0.39222222222222225,0.56,0.64,0.55
,,,,6.970000000000001,6.48,6.9,9500.0,21.827805555555557,41.14888888888889,0.16,0.18,0.15
,,,,,6.48,7.62,4850.0,22.774527777777777,-48.31416666666667,,0.7,0.56
,,0.13,7.692307692307692,8.6,6.48,7.58,4400.0,22.94,-30.434444444444445,0.83,0.92,0.81
,,,,6.19,6.48,6.45,12000.0,23.298916666666667,45.48888888888889,0.15,0.14,0.13
,,,,5.9,6.47,6.38,14000.0,0.27847222222222223,-19.789444444444445,0.13,0.12,0.11
,,,,,6.47,,4700.0,0.6186666666666667,24.014166666666668,,0.76,
,,,,,6.47,6.779999999999999,7350.0,0.7615833333333333,-15.575833333333334,,0.27,0.26
,,,,,6.47,,9250.0,1.0384444444444445,51.035,,0.19,
,,,,,6.47,,5000.0,2.3345555555555557,30.188333333333333,,0.64,
,,,,,6.47,6.859999999999999,7200.0,2.7864444444444443,-21.514444444444443,,0.29,0.27
,,0.021,47.61904761904761,,6.47,,7200.0,4.641555555555555,26.94,,0.29,
,,,,,6.47,7.46,5200.0,5.951361111111111,49.029444444444444,,0.58,0.48
,,,,,6.47,,6750.0,6.482388888888889,26.967777777777776,,0.32,
,,,,8.379999999999999,6.47,7.51,5000.0,7.103916666666667,-67.16277777777778,0.54,0.64,0.53
,,,,6.1899999999999995,6.47,6.38,12000.0,7.457166666666667,66.33166666666666,0.15,0.14,0.13
,,,,6.819999999999999,6.47,6.89,7050.0,6.782972222222222,-86.975,0.35,0.3,0.28
,,,,6.81,6.47,6.67,7500.0,7.735388888888889,2.405,0.3,0.27,0.27
,,,,6.909999999999999,6.47,6.77,10000.0,8.236416666666665,17.675833333333333,0.15,0.17,0.15
,,,,,6.47,7.05,5900.0,8.586833333333335,-38.03,,0.43,0.4
,,,,6.0200000000000005,6.47,6.37,14000.0,8.645805555555555,-52.90944444444444,0.13,0.12,0.11
,,,,,6.47,6.7,8250.0,8.829138888888888,-20.951388888888886,,0.23,0.21
,,,,,6.47,7.43,5000.0,8.897416666666667,-39.5525,,0.64,0.55
,,,,6.6899999999999995,6.47,6.6,8750.0,9.71861111111111,54.36361111111111,0.21,0.21,0.2
,,,,,6.47,7.39,5200.0,13.473944444444445,40.72972222222222,,0.58,0.5
,,,,,6.47,6.569999999999999,9750.0,13.525916666666667,-27.88722222222222,,0.18,0.17
,,,,,6.47,6.34,10000.0,13.737749999999998,-50.98694444444445,,0.17,0.18
,,,,8.2,6.47,7.47,5200.0,14.150166666666667,-9.665555555555555,0.5,0.58,0.48
,,,,9.309999999999999,6.47,7.89,4700.0,14.281916666666667,-76.33611111111111,0.45,0.76,0.55
,,,,7.549999999999999,6.47,7.199999999999999,5500.0,14.300166666666668,-6.4575000000000005,0.55,0.51,0.46
,,,,,6.47,6.39,14000.0,14.987194444444444,-36.11861111111111,,0.12,0.11
,,,,6.02,6.47,6.43,12000.0,15.221527777777778,-23.991666666666667,0.16,0.14,0.13
,,,,,6.47,6.91,6900.0,16.165333333333333,-17.659166666666668,,0.31,0.29
,,0.009,111.11111111111111,6.46,6.47,6.4799999999999995,10000.0,16.399083333333333,-32.80055555555556,0.18,0.17,0.17
,,0.008,125.0,6.85,6.47,6.779999999999999,8750.0,16.843305555555553,-49.95444444444445,0.2,0.21,0.19
,,,,,6.47,7.01,6450.0,17.377222222222223,-34.09,,0.35,0.32
,,,,8.97,6.47,7.71,5000.0,17.821916666666667,1.961111111111111,0.41,0.64,0.49
,,,,,6.47,7.88,4400.0,18.237833333333334,-62.31055555555556,,0.93,0.7
,,,,6.489999999999999,6.47,6.68,12000.0,18.63461111111111,-13.995277777777778,0.13,0.14,0.12
,,,,5.77,6.47,6.34,20000.0,18.70225,34.74666666666667,0.09,0.09,0.08
,,,,,6.47,,5500.0,18.812583333333333,-17.39861111111111,,0.51,
,,0.006,166.66666666666666,8.18,6.47,7.46,5400.0,19.632416666666668,49.28444444444444,0.44,0.53,0.43
,,,,8.629999999999999,6.47,7.63,5000.0,20.10338888888889,-3.9216666666666664,0.48,0.64,0.5
,,-0.008,-125.0,8.69,6.47,7.699999999999999,6450.0,20.723388888888888,35.58777777777778,0.19,0.35,0.24
,,,,,6.47,,4250.0,21.39675,37.35138888888889,,1.03,
,,,,6.56,6.47,6.51,10000.0,21.555722222222222,-79.96083333333334,0.17,0.17,0.17
,,,,7.01,6.47,6.9799999999999995,6450.0,21.57611111111111,22.754722222222224,0.41,0.35,0.33
,,,,,6.47,,4250.0,21.802305555555556,36.580555555555556,,1.03,
,,,,10.03,6.47,8.1,4250.0,22.073305555555557,-28.083333333333332,0.5,1.03,0.72
,,,,9.77,6.47,8.06,2900.0,22.35002777777778,26.935277777777777,4.95,4.44,4.37
,,,,,6.47,7.51,4850.0,22.64575,-27.252222222222223,,0.7,0.59
,,0.003,333.3333333333333,8.120000000000001,6.47,7.41,4850.0,23.04277777777778,-35.579166666666666,0.68,0.7,0.62
,,,,8.14,6.47,7.42,5000.0,23.16991666666667,-65.14250000000001,0.6,0.64,0.56
,,,,,6.47,7.55,5000.0,23.2805,-40.80555555555556,,0.64,0.52
,,,,6.38,6.47,6.4799999999999995,12000.0,23.959305555555556,60.02361111111111,0.13,0.14,0.13
,,0.053,18.867924528301888,7.43,6.46,7.14,6000.0,0.3116111111111111,-7.947222222222222,0.43,0.42,0.37
,,0.006,166.66666666666666,6.930000000000001,6.46,6.9,6600.0,0.8867777777777778,-23.223055555555558,0.4,0.34,0.32
,,,,6.640000000000001,6.46,6.57,9250.0,1.564,89.01555555555555,0.19,0.19,0.18
,,0.008,125.0,6.83,6.46,6.69,8750.0,1.3130555555555556,37.38611111111111,0.2,0.21,0.19
,,,,6.760000000000001,6.46,6.73,8250.0,1.4573888888888888,41.10055555555556,0.24,0.23,0.21
,,,,6.88,6.46,6.8,9750.0,2.316111111111111,23.16777777777778,0.16,0.18,0.15
,,,,8.6,6.46,7.53,4700.0,2.738638888888889,17.76388888888889,0.62,0.77,0.65
,,0.021,47.61904761904761,6.779999999999999,6.46,6.85,7050.0,3.583555555555556,60.04111111111111,0.36,0.3,0.28
,,,,6.539999999999999,6.46,6.52,10000.0,3.822111111111111,57.11805555555556,0.17,0.17,0.17
,,,,6.75,6.46,6.62,9000.0,3.9094444444444445,-51.309444444444445,0.2,0.2,0.19
,,,,5.48,6.46,6.28,26000.0,4.056861111111111,-19.855833333333333,0.08,0.08,0.07
,,0.038,26.315789473684212,6.97,6.46,6.95,6450.0,4.427027777777778,15.940833333333334,0.42,0.36,0.33
,,,,8.54,6.46,7.54,5000.0,4.749416666666667,-62.77027777777778,0.5,0.65,0.53
,,,,6.2299999999999995,6.46,6.42,12000.0,5.389694444444445,28.936666666666667,0.14,0.14,0.13
,,0.002,500.0,5.7700000000000005,6.46,6.37,22000.0,5.552,-0.2816666666666667,0.08,0.08,0.07
,,,,,6.46,7.12,5700.0,6.407305555555556,-62.571111111111115,,0.47,0.43
,,,,,6.46,6.95,6300.0,6.693805555555556,35.93194444444444,,0.37,0.35
,,,,,6.46,,7750.0,6.765055555555556,12.693611111111112,,0.25,
,,0.004,250.0,,6.46,7.32,5400.0,6.778194444444444,-53.30527777777778,,0.53,0.46
,,,,5.98,6.46,6.36,14000.0,6.8797500000000005,-42.024166666666666,0.13,0.12,0.11
,,,,,6.46,,4550.0,7.087916666666667,-49.63972222222222,,0.84,
,,,,5.699999999999999,6.46,6.31,26000.0,7.2966388888888885,-25.202499999999997,0.08,0.08,0.07
,,,,6.4,6.46,6.44,9750.0,8.544416666666667,10.066111111111113,0.19,0.18,0.18
,,,,6.8,6.46,6.7,8000.0,9.081999999999999,32.37694444444445,0.25,0.24,0.23
,,,,6.03,6.46,6.36,12000.0,9.601888888888888,74.31777777777778,0.16,0.14,0.14
,,,,,6.46,6.79,7750.0,9.538472222222222,-27.371944444444445,,0.25,0.23
,,,,5.77,6.46,6.35,14000.0,9.76125,-56.81444444444445,0.14,0.12,0.11
,,,,9.959999999999999,6.46,8.04,3500.0,9.850555555555555,13.066111111111113,1.41,2.03,1.69
,,,,,6.46,,5200.0,10.25175,31.468055555555555,,0.58,
,,,,6.83,6.46,6.69,8500.0,10.742249999999999,-69.14500000000001,0.22,0.22,0.2
,,,,10.06,6.46,8.08,3350.0,11.054472222222223,-30.039166666666667,1.73,2.4,2.04
,,,,6.74,6.46,6.62,8750.0,11.127694444444446,23.32361111111111,0.21,0.21,0.2
,,0.004,250.0,,6.46,,8750.0,11.647,64.34694444444445,,0.21,
,,0.052,19.23076923076923,6.95,6.46,6.98,6450.0,11.907166666666667,-36.25111111111111,0.43,0.36,0.33
,,,,6.84,6.46,6.66,9250.0,12.534583333333334,-31.466388888888886,0.18,0.19,0.18
,,,,6.63,6.46,6.55,9250.0,13.841027777777779,58.53944444444444,0.2,0.19,0.19
,,,,8.3,6.46,7.48,5000.0,14.14611111111111,59.33777777777778,0.56,0.65,0.54
,,,,,6.46,6.55,16000.0,15.53063888888889,-31.11888888888889,,0.1,0.09
,,,,6.79,6.46,6.65,9000.0,15.506305555555555,31.28611111111111,0.19,0.2,0.19
,,,,,6.46,7.8,4700.0,16.585527777777777,-44.75527777777778,,0.77,0.57
,,,,,6.46,6.38,14000.0,16.727416666666667,-31.89388888888889,,0.12,0.11
,,,,6.33,6.46,6.46,9750.0,17.138083333333334,50.842222222222226,0.2,0.18,0.18
,,,,6.8,6.46,6.79,7350.0,17.34797222222222,-9.303888888888888,0.31,0.28,0.26
,,0.004,250.0,,6.46,,5000.0,17.86625,15.325833333333334,,0.65,
,,,,,6.46,,6000.0,17.85388888888889,40.072500000000005,,0.42,
,,-0.008,-125.0,6.59,6.46,6.54,9500.0,18.95788888888889,58.22527777777778,0.19,0.18,0.18
,,,,,6.46,7.52,5000.0,19.161027777777775,-38.17194444444444,,0.65,0.53
,,,,,6.46,7.9399999999999995,4700.0,19.918083333333335,-32.953611111111115,,0.77,0.54
,,,,,6.46,7.77,4550.0,20.347749999999998,-34.32638888888889,,0.84,0.65
,,,,6.1000000000000005,6.46,6.45,18000.0,21.17527777777778,47.69194444444444,0.09,0.09,0.08
,,,,5.6499999999999995,6.46,6.31,22000.0,21.26022222222222,47.97361111111111,0.09,0.08,0.07
,,,,6.67,6.46,6.62,9750.0,21.430972222222223,0.5344444444444444,0.17,0.18,0.16
,,,,,6.46,,6750.0,22.007444444444445,33.00611111111111,,0.32,
,,,,6.69,6.46,6.58,9250.0,22.175055555555556,20.978055555555553,0.19,0.19,0.18
,,,,5.58,6.46,6.33,26000.0,22.44602777777778,37.443888888888885,0.08,0.08,0.07
,,,,,6.46,7.59,4850.0,22.862472222222223,-58.11861111111111,,0.7,0.57
,,,,6.08,6.46,6.42,14000.0,22.881194444444446,50.411944444444444,0.12,0.12,0.11
,,,,6.880000000000001,6.46,6.9,6750.0,23.813694444444444,2.214166666666667,0.38,0.32,0.3
,,,,6.97,6.46,6.96,6450.0,0.006638888888888889,26.918333333333333,0.42,0.36,0.33
,,,,,6.45,,4250.0,0.25194444444444447,31.535833333333336,,1.04,
,,,,,6.45,6.82,6900.0,0.29238888888888886,-18.948888888888888,,0.31,0.3
,,,,8.42,6.45,7.51,5100.0,0.6008333333333333,-13.026388888888889,0.49,0.62,0.5
,,0.012,83.33333333333333,6.79,6.45,6.7,7750.0,1.0504166666666668,47.376111111111115,0.27,0.25,0.24
,,0.005,200.0,,6.45,,6900.0,1.3893333333333333,58.143055555555556,,0.31,
,,,,6.74,6.45,6.63,8750.0,1.8968055555555556,55.59805555555556,0.21,0.21,0.2
,,,,8.21,6.45,7.42,5000.0,2.466666666666667,1.9608333333333332,0.58,0.65,0.56
,,,,7.02,6.45,6.88,6600.0,2.8241944444444442,37.32611111111112,0.38,0.34,0.32
,,,,6.63,6.45,6.55,9750.0,2.862638888888889,58.31472222222222,0.18,0.18,0.17
,,0.004,250.0,,6.45,,12000.0,3.2864999999999998,40.483333333333334,,0.14,
,,,,8.52,6.45,7.51,4850.0,3.735055555555556,-39.33972222222222,0.57,0.71,0.59
,,,,,6.45,,5100.0,4.233222222222222,37.966944444444444,,0.62,
,,,,,6.45,,8000.0,4.730083333333334,32.86527777777778,,0.24,
,,,,6.71,6.45,6.54,9500.0,5.87763888888889,39.574444444444445,0.18,0.18,0.18
,,,,9.65,6.45,7.93,4550.0,5.866527777777778,-28.551388888888887,0.44,0.85,0.61
,,,,,6.45,7.93,4250.0,5.954,-52.57388888888889,,1.04,0.78
,,,,6.79,6.45,6.63,8250.0,6.07475,51.57333333333334,0.24,0.23,0.22
,,,,9.840000000000002,6.45,8.030000000000001,2900.0,6.035888888888889,-59.903055555555554,4.79,4.48,4.43
,,0.055,18.181818181818183,7.2700000000000005,6.45,7.12,5800.0,6.220166666666667,10.627500000000001,0.52,0.45,0.41
,,,,,6.45,,5000.0,6.575777777777778,55.35305555555556,,0.65,
,,,,6.4,6.45,6.430000000000001,10000.0,6.579555555555555,7.5725,0.19,0.17,0.17
,,0.062,16.129032258064516,6.970000000000001,6.45,6.99,5800.0,6.74775,-26.658611111111114,0.6,0.45,0.43
,,,,,6.45,6.84,7200.0,6.9767222222222225,-55.60527777777778,,0.29,0.27
,,,,6.0600000000000005,6.45,6.37,12000.0,7.065916666666666,-9.875833333333333,0.16,0.14,0.14
,,,,6.500000000000001,6.45,6.430000000000001,9500.0,7.335249999999999,15.142777777777777,0.2,0.18,0.19
,,,,6.380000000000001,6.45,6.44,10000.0,7.85,-23.471666666666668,0.19,0.17,0.17
,,,,,6.45,7.3500000000000005,5400.0,7.845111111111111,-43.42027777777778,,0.53,0.45
,,,,6.760000000000001,6.45,6.65,8250.0,8.264027777777779,60.38055555555555,0.24,0.23,0.22
,,,,,6.45,7.49,5000.0,8.299527777777778,-29.996666666666666,,0.65,0.54
,,,,8.52,6.45,7.53,4850.0,8.656833333333333,8.017222222222223,0.57,0.71,0.58
,,,,6.74,6.45,6.61,8750.0,8.70272222222222,-10.033888888888889,0.21,0.21,0.2
